Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional,Rnd,Pick,Tm,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,-9999
Brevin Jordan,6-2,247.0,4.64,31.0,17.0,116.0,,,JordBr00,5,147,HOU,TE,21,2022.0,0,0,0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,306.0,3.0,1.0,,,JordBr00
Kelvin Joseph,5-11,197.0,4.34,35.0,,128.0,7.21,4.22,JoseKe02,2,44,DAL,DB,20,2022.0,0,0,0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,JoseKe02
Terrace Marshall Jr.,6-2,205.0,4.4,39.0,19.0,125.0,,,-9999,2,59,CAR,WR,21,2022.0,0,0,1,5.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,628.0,1.0,1.0,,,MarsTe00
Asante Samuel Jr.,5-10,180.0,4.45,35.0,12.0,124.0,6.95,4.13,-9999,2,47,LAC,DB,21,2022.0,0,0,2,8.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,4.0,,SamuAs00
Kary Vincent Jr.,5-9,185.0,4.36,35.5,8.0,117.0,,,VincKa00,7,237,DEN,CB,22,2021.0,0,0,0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,VincKa00
Malcolm Koonce,6-2,249.0,,,,,,,KoonMa00,3,79,LVR,DE,23,2022.0,0,0,0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,2.0,KoonMa00
Trey Lance,6-3,224.0,,,,,,,LancTr00,1,3,SFO,QB,21,2022.0,0,0,0,4.0,4.0,8.0,56.0,102.0,797.0,5.0,3.0,54.0,235.0,1.0,0.0,0.0,0.0,1.0,,,LancTr00
Cole Van Lanen,6-4,305.0,5.11,30.0,22.0,107.0,7.34,4.64,VanxCo00,6,214,GNB,OL,23,2022.0,0,0,0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,VanxCo00
Trevor Lawrence,6-5,213.0,,,,,,,LawrTr00,1,1,JAX,QB,21,2022.0,0,1,2,21.0,21.0,34.0,746.0,1186.0,7754.0,37.0,25.0,135.0,625.0,7.0,0.0,0.0,0.0,4.0,,,LawrTr00
Alex Leatherwood,6-5,312.0,4.96,34.5,,118.0,,,LeatAl00,1,17,LVR,OL,22,2022.0,0,0,1,8.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LeatAl00
Richard LeCounte,5-10,196.0,4.79,32.5,,128.0,7.44,4.49,LeCoRi00,5,169,CLE,DB,22,2022.0,0,0,0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,LeCoRi00
Deommodore Lenoir,5-10,199.0,4.48,34.5,15.0,121.0,7.02,4.35,LenoDe00,5,172,SFO,CB,21,2022.0,0,0,1,6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,1.0,LenoDe00
Walker Little,6-7,313.0,5.3,29.5,24.0,111.0,7.44,4.59,LittWa00,2,45,JAX,T,22,2022.0,0,0,0,4.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LittWa00
Roy Lopez,6-1,304.0,5.19,31.0,36.0,105.0,7.39,4.51,-9999,6,195,HOU,DL,24,2022.0,0,0,2,13.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,2.0,LopeRo00
Isaiahh Loudermilk,6-6,274.0,5.08,28.5,21.0,112.0,7.52,4.55,LoudIs00,5,156,PIT,DE,23,2022.0,0,0,0,4.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,1.0,LoudIs00
Jonathan Marshall,6-3,310.0,4.88,32.0,36.0,114.0,,,-9999,6,207,NYJ,DL,23,2021.0,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,MarsJo00
Ben Mason,6-2,246.0,4.73,37.5,29.0,117.0,6.96,4.42,-9999,5,184,BAL,FB,22,,0,0,0,,,,,,,,,,,,,,,,,,MasoBe00
Tre' McKitty,6-4,247.0,,,,,,,McKiTr00,3,97,LAC,TE,22,2022.0,0,0,0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,117.0,0.0,2.0,,,McKiTr00
Racey McMath,6-2,217.0,4.36,34.0,,124.0,7.38,4.38,McMaRa00,6,205,TEN,WR,22,2022.0,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,48.0,0.0,2.0,,,McMaRa00
Zech McPhearson,5-10,191.0,4.48,40.5,14.0,130.0,6.88,4.0,-9999,4,123,PHI,DB,23,2022.0,0,0,0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,1.0,McPhZe00
Evan McPherson,5-11,185.0,,,,,,,-9999,5,149,CIN,K,22,2022.0,0,0,1,7.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,McPhEv00
Quinn Meinerz,6-2,320.0,4.99,32.0,,111.0,7.54,4.58,MeinQu02,3,98,DEN,C,22,2022.0,0,0,1,8.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,MeinQu02
Ifeatu Melifonwu,6-2,205.0,4.48,41.5,16.0,134.0,7.01,4.34,MeliIf00,3,101,DET,DB,22,2022.0,0,0,0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,0.5,MeliIf00
Davis Mills,6-3,217.0,4.82,32.0,,110.0,6.95,4.4,MillDa02,3,67,HOU,QB,22,2022.0,0,0,2,14.0,14.0,28.0,555.0,873.0,5782.0,33.0,25.0,50.0,152.0,2.0,0.0,0.0,0.0,2.0,,,MillDa02
Dax Milne,,,4.54,31.0,14.0,114.0,,4.19,MilnDa00,7,258,WAS,WR,22,2022.0,0,0,0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,120.0,1.0,,,,MilnDa00
Elijah Mitchell,5-10,201.0,4.38,37.5,17.0,128.0,6.94,4.19,MitcEl00,6,194,SFO,RB,23,2022.0,0,0,0,9.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,252.0,1242.0,7.0,22.0,144.0,1.0,,,,MitcEl00
Elijah Molden,5-9,192.0,4.62,36.5,13.0,125.0,,,MoldEl00,3,100,TEN,DB,22,2022.0,0,0,0,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,,MoldEl00
Jaylon Moore,6-4,311.0,5.25,30.0,27.0,106.0,7.77,4.67,-9999,5,155,SFO,T,23,2022.0,0,0,0,4.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MoorJa04
Elijah Moore,,,4.35,36.0,17.0,121.0,6.63,4.07,MoorEl00,2,34,NYJ,WR,21,2022.0,0,0,1,7.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,10.0,59.0,1.0,80.0,984.0,6.0,4.0,,,MoorEl00
Rondale Moore,5-7,180.0,4.28,42.5,,,6.65,4.06,MoorRo02,2,49,ARI,WR,21,2022.0,0,0,0,8.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,24.0,71.0,0.0,95.0,849.0,2.0,1.0,,,MoorRo02
Jimmy Morrissey,6-3,303.0,5.31,31.0,26.0,105.0,7.39,4.47,MorrJi00,7,230,LVR,OL,23,2022.0,0,0,0,1.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MorrJi00
Israel Mukuamu,,,,36.0,34.0,,,,MukuIs00,6,227,DAL,DB,21,2022.0,0,0,0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,,MukuIs00
Josh Myers,6-5,310.0,,,29.0,,,,MyerJo00,2,62,GNB,C,23,2022.0,0,0,1,12.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MyerJo00
Hamsah Nasirildeen,6-3,215.0,,32.0,17.0,,7.05,4.31,NasiHa00,6,186,NYJ,DB,22,2022.0,0,0,0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,NasiHa00
Royce Newman,6-5,310.0,5.14,28.0,23.0,104.0,7.91,4.75,-9999,4,142,GNB,G,24,2022.0,0,0,1,12.0,12.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,NewmRo00
Dazz Newsome,5-10,190.0,4.59,34.0,12.0,121.0,7.38,4.38,NewsDa00,6,221,CHI,WR,22,2021.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,1.0,,,NewsDa00
Nick Niemann,6-3,234.0,4.45,33.5,,121.0,6.67,4.14,-9999,6,185,LAC,LB,23,2022.0,0,0,0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,,NiemNi00
Daviyon Nixon,6-3,313.0,4.9,28.5,,106.0,7.68,4.7,NixoDa00,5,158,CAR,DT,22,2022.0,0,0,0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.5,NixoDa00
Tre Nixon,6-0,187.0,4.44,35.5,18.0,125.0,6.81,4.27,NixoTr01,7,242,NWE,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,NixoTr01
Tre Norwood,5-11,192.0,4.58,33.5,12.0,123.0,7.65,4.45,NorwTr00,7,245,PIT,DB,22,2022.0,0,0,0,3.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,,NorwTr00
Dayo Odeyingbo,6-5,276.0,,,,,,,OdeyDa00,2,54,IND,DL,21,2022.0,0,0,0,4.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,5.5,OdeyDa00
Adetokunbo Ogundeji,6-4,260.0,4.75,32.0,22.0,120.0,7.17,4.64,OgunAd01,5,182,ATL,DL,22,2022.0,0,0,2,10.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,3.0,OgunAd01
Azeez Ojulari,6-2,249.0,4.63,30.0,26.0,127.0,7.27,4.34,OjulAz00,2,50,NYG,OLB,21,2022.0,0,0,1,10.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,,13.5,OjulAz00
Levi Onwuzurike,6-2,290.0,4.89,30.0,29.0,109.0,,,OnwuLe00,2,41,DET,DL,23,2021.0,0,0,0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,1.0,OnwuLe00
Joseph Ossai,6-3,256.0,4.63,41.5,19.0,131.0,,,OssaJo00,3,69,CIN,LB,21,2022.0,0,0,0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,3.5,OssaJo00
Jeremiah Owusu-Koramoah,6-1,221.0,,36.5,,124.0,6.8,4.15,OwusJe00,2,52,CLE,LB,21,2022.0,0,0,1,8.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,,1.5,OwusJe00
Micah Parsons,6-3,246.0,4.39,34.0,19.0,126.0,6.89,4.4,ParsMi00,1,12,DAL,LB,22,2022.0,2,2,2,36.0,36.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,,26.5,ParsMi00
Kwity Paye,6-2,261.0,4.52,35.3,36.0,118.0,,,PayeKw00,1,21,IND,DL,22,2022.0,0,0,2,13.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,,10.0,PayeKw00
Ronnie Perkins,6-2,253.0,4.71,32.0,25.0,115.0,,4.69,PerkRo00,3,96,NWE,DE,21,,0,0,0,,,,,,,,,,,,,,,,,,PerkRo00
Jaelan Phillips,6-5,260.0,4.56,36.0,21.0,125.0,,,PhilJa02,1,18,MIA,DL,22,2022.0,0,0,1,12.0,12.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,15.5,PhilJa02
Jason Pinnock,6-0,204.0,4.49,39.5,15.0,128.0,6.9,4.1,-9999,5,175,NYJ,CB,22,2022.0,0,0,0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,1.5,PinnJa01
Kyle Pitts,6-5,245.0,4.44,33.5,22.0,129.0,7.12,4.3,PittKy00,1,4,ATL,TE,20,2022.0,0,1,2,12.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1382.0,3.0,3.0,,,PittKy00
Cornell Powell,6-0,204.0,4.53,36.5,16.0,128.0,7.03,4.21,PoweCo00,5,181,KAN,WR,23,2022.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PoweCo00
Dillon Radunz,6-5,301.0,5.16,32.0,24.0,112.0,7.27,4.57,RaduDi00,2,53,TEN,T,23,2022.0,0,0,0,3.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,RaduDi00
Monty Rice,6-0,233.0,4.58,32.0,,121.0,7.34,4.33,RiceMo00,3,92,TEN,LB,22,2022.0,0,0,0,5.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,,,RiceMo00
Aaron Robinson,5-11,186.0,4.39,37.0,15.0,123.0,6.89,4.29,RobiAa00,3,71,NYG,DB,23,2022.0,0,0,0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,RobiAa00
Quincy Roche,,,,32.5,23.0,119.0,,,RochQu00,6,216,PIT,DL,23,2022.0,0,0,0,2.0,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,2.5,RochQu00
Robert Rochell,5-11,193.0,4.41,43.0,9.0,133.0,6.84,4.08,RochRo00,4,130,LAR,DB,23,2022.0,0,0,0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,,RochRo00
Amari Rodgers,5-9,212.0,4.52,33.0,19.0,121.0,7.07,4.31,RodgAm00,3,85,GNB,WR,21,2022.0,0,0,0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,20.0,249.0,1.0,3.0,,,RodgAm00
Larry Rountree,,,4.62,30.0,,,6.96,,RounLa00,6,198,LAC,RB,22,2022.0,0,0,0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,49.0,106.0,1.0,3.0,13.0,0.0,,,,RounLa00
Gregory Rousseau,6-6,266.0,4.68,30.0,21.0,115.0,,,RousGr00,1,30,BUF,DL,21,2022.0,0,0,2,17.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,12.0,RousGr00
Chris Rumph,6-2,244.0,,,18.0,,,,RumpCh00,4,118,LAC,DE,22,2022.0,0,0,0,2.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,3.0,RumpCh00
Cameron Sample,6-2,267.0,4.72,37.0,23.0,116.0,7.39,4.48,-9999,4,111,CIN,DE,21,2022.0,0,0,0,3.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,,3.5,SampCa00
Anthony Schwartz,6-0,186.0,4.27,32.0,,123.0,7.13,4.25,SchwAn00,3,91,CLE,WR,21,2022.0,0,0,0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,96.0,1.0,14.0,186.0,1.0,3.0,,,SchwAn00
Trey Sermon,6-0,215.0,4.57,37.0,,125.0,6.83,4.28,SermTr00,3,88,SFO,RB,22,2022.0,0,0,0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,43.0,186.0,1.0,3.0,26.0,0.0,1.0,,,SermTr00
Penei Sewell,6-4,331.0,5.13,28.0,30.0,109.0,7.76,4.68,SewePe00,1,7,DET,OL,20,2022.0,0,1,2,20.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,,,,SewePe00
Tyler Shelvin,6-2,350.0,5.4,28.5,,97.0,8.15,5.05,ShelTy00,4,122,CIN,DT,23,2022.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,ShelTy00
William Sherman,6-3,304.0,5.19,26.0,23.0,108.0,7.71,4.82,SherWi01,6,197,NWE,OL,22,2021.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SherWi01
Jamien Sherwood,6-1,216.0,4.76,36.0,15.0,123.0,7.15,4.36,SherJa00,5,146,NYJ,DB,21,2022.0,0,0,0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,0.5,SherJa00
Ben Skowronek,6-2,220.0,,,13.0,,,,-9999,7,249,LAR,WR,24,2022.0,0,0,1,5.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,50.0,509.0,0.0,7.0,,,SkowBe00
Rashawn Slater,6-4,304.0,4.91,33.0,33.0,112.0,7.48,4.45,SlatRa00,1,13,LAC,OL,22,2022.0,0,1,1,16.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SlatRa00
Tedarrell Slaton,6-4,330.0,5.09,29.0,27.0,109.0,7.91,4.81,SlatTe00,5,173,GNB,DL,23,2022.0,0,0,0,3.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,1.0,SlatTe00
D'Ante Smith,6-5,305.0,5.29,29.0,24.0,113.0,7.96,4.81,-9999,4,139,CIN,T,23,2022.0,0,0,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SmitDA03
Elerson Smith,,,4.71,41.5,26.0,127.0,7.0,4.39,SmitEl00,4,116,NYG,DL,23,2022.0,0,0,0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,SmitEl00
Jordan Smith,6-5,264.0,4.8,33.0,16.0,117.0,,,SmitJo03,4,121,JAX,OLB,23,2021.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,SmitJo03
Ihmir Smith-Marsette,6-0,181.0,4.43,37.0,,124.0,7.0,4.2,SmitIh00,5,157,MIN,WR,22,2022.0,0,0,0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,6.0,131.0,2.0,,,,SmitIh00
Benjamin St-Juste,6-3,202.0,4.51,34.5,11.0,119.0,6.63,3.96,StJuBe00,3,74,WAS,DB,23,2022.0,0,0,1,5.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,2.0,StJuBe00
Caden Sterns,5-11,202.0,4.41,42.0,14.0,128.0,6.96,4.13,SterCa00,5,152,DEN,DB,21,2022.0,0,0,0,3.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,2.0,SterCa00
Marquez Stevenson,5-10,180.0,4.48,33.0,,122.0,6.76,4.14,StevMa00,6,203,BUF,WR,23,2021.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,StevMa00
Rhamondre Stevenson,5-11,231.0,4.64,31.5,15.0,112.0,7.09,4.15,StevRh00,4,120,NWE,RB,23,2022.0,0,0,0,14.0,14.0,29.0,0.0,0.0,0.0,0.0,0.0,343.0,1646.0,10.0,83.0,544.0,1.0,3.0,,,StevRh00
Eric Stokes,6-0,194.0,4.31,38.5,14.0,128.0,6.96,4.36,StokEr00,1,29,GNB,DB,22,2022.0,0,0,2,6.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,,StokEr00
Chazz Surratt,6-2,229.0,4.58,31.0,25.0,,7.02,4.16,SurrCh00,3,78,MIN,LB,24,2022.0,0,0,0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,SurrCh00
Keith Taylor,6-2,187.0,4.54,33.5,12.0,127.0,6.85,4.26,TaylKe03,5,166,CAR,DB,22,2022.0,0,0,0,4.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,,TaylKe03
Ambry Thomas,5-11,191.0,4.37,38.0,15.0,122.0,,,ThomAm00,3,102,SFO,DB,21,2022.0,0,0,0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,,ThomAm00
Tommy Togiai,6-1,296.0,4.97,32.0,40.0,105.0,7.2,4.49,TogiTo00,4,132,CLE,DT,21,2022.0,0,0,0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,1.0,TogiTo00
Kadarius Toney,5-11,193.0,4.39,39.5,9.0,136.0,6.88,4.25,ToneKa00,1,20,NYG,WR,22,2022.0,0,0,0,5.0,3.0,19.0,1.0,3.0,19.0,0.0,0.0,10.0,88.0,1.0,55.0,591.0,2.0,,,,ToneKa00
Shaka Toney,6-2,242.0,4.51,39.0,24.0,128.0,6.95,4.28,ToneSh00,7,246,WAS,DE,23,2022.0,0,0,0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,1.5,ToneSh00
Khyiris Tonga,,,,,35.0,,,,TongKh00,7,250,CHI,DL,25,2022.0,0,0,0,3.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.5,TongKh00
Kyle Trask,6-5,236.0,5.1,31.5,,113.0,7.08,4.6,TrasKy00,2,64,TAM,QB,23,2022.0,0,0,0,0.0,0.0,1.0,3.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,TrasKy00
Tommy Tremble,6-3,241.0,4.6,36.5,20.0,122.0,,,TremTo00,3,83,CAR,TE,21,2022.0,0,0,1,3.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,39.0,354.0,4.0,5.0,,,TremTo00
Jay Tufele,6-2,305.0,5.0,30.0,30.0,105.0,7.8,4.88,TufeJa00,4,106,JAX,DL,22,2022.0,0,0,0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,TufeJa00
Payton Turner,6-5,268.0,,35.5,23.0,,6.98,4.33,TurnPa02,1,28,NOR,DE,23,2022.0,0,0,0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,3.0,TurnPa02
Jaylen Twyman,6-1,301.0,5.4,32.5,40.0,104.0,8.0,,TwymJa00,6,199,MIN,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,TwymJa00
Alijah Vera-Tucker,6-4,308.0,5.05,32.0,36.0,106.0,7.67,4.7,VeraAl00,1,14,NYJ,OL,22,2022.0,0,0,1,7.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,VeraAl00
Shaun Wade,6-0,196.0,,,,,,,WadeSh00,5,160,BAL,CB,22,2022.0,0,0,0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,WadeSh00
Tylan Wallace,5-11,194.0,4.48,33.0,11.0,112.0,6.97,4.25,WallTy00,4,131,BAL,WR,22,2022.0,0,0,0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,56.0,0.0,5.0,,,WallTy00
Garret Wallow,,,4.65,32.5,22.0,122.0,6.87,4.12,WallGa00,5,170,HOU,LB,22,2022.0,0,0,0,4.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,1.0,WallGa00
Rashad Weaver,6-4,259.0,4.88,32.0,20.0,114.0,6.97,4.26,WeavRa00,4,135,TEN,DL,23,2022.0,0,0,0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,5.5,WeavRa00
Mark Webb,6-1,207.0,4.61,36.5,,136.0,7.3,4.52,WebbMa01,7,241,LAC,DB,22,2021.0,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,WebbMa01
Pete Werner,6-2,238.0,4.58,39.5,20.0,122.0,6.95,4.38,WernPe00,2,60,NOR,LB,22,2022.0,0,0,1,10.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,,,WernPe00
James Wiggins,5-11,209.0,4.4,38.0,22.0,127.0,,,WiggJa00,7,243,ARI,S,24,2021.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,WiggJa00
Rachad Wildgoose,5-11,197.0,4.53,36.0,11.0,120.0,7.09,4.18,WildRa00,6,213,BUF,CB,21,2022.0,0,0,0,2.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,,WildRa00
