Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional,Rnd,Pick,Tm,Pos,Age,To,1st_Team_AllPro,Pro_Bowl,Years_As_Starter,Weighted_Aprox_Value,DrAV,G,Pass_Completed,Pass_Attempts,Pass_Yards,Pass_TDs,Interceptions_Thrown,Rush_Attempts,Rush_Yards,Rush_TDs,Receptions,Receiving_Yards,Receiving_Touchdowns,Solo_Tackles,Interceptions,Sack,-9999,Pos_x,Pos_y
Henry Ruggs III,5-11,188.0,4.27,42.0,,131.0,,,RuggHe00,1,12,LVR,WR,21,2021.0,0,0,1,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,65.0,0.0,50.0,921.0,4.0,,,,RuggHe00,,
Keith Ismael,6-3,309.0,5.34,32.0,,108.0,8.14,4.65,IsmaKe00,5,156,WAS,C,22,2021.0,0,0,0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,IsmaKe00,,
Austin Jackson,6-5,322.0,5.07,31.0,27.0,115.0,7.95,,JackAu00,1,18,MIA,T,21,2022.0,0,0,2,14.0,14.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,JackAu00,,
Dane Jackson,6-0,187.0,4.57,35.0,,122.0,7.07,4.27,JackDa02,7,239,BUF,CB,23,2022.0,0,0,1,10.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,,JackDa02,,
Jonah Jackson,6-3,306.0,5.23,26.0,28.0,98.0,7.83,5.02,JackJo03,3,75,DET,G,23,2022.0,0,1,3,21.0,21.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,JackJo03,,
Justin Jefferson,6-1,202.0,4.43,37.5,,126.0,,,JeffJu00,1,22,MIN,WR,21,2022.0,1,3,3,39.0,39.0,50.0,4.0,6.0,69.0,0.0,0.0,11.0,40.0,1.0,324.0,4825.0,25.0,2.0,,,JeffJu00,,
Van Jefferson,6-1,200.0,,,,,,,JeffVa00,2,57,LAR,WR,24,2022.0,0,0,2,13.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,93.0,1391.0,10.0,1.0,,,JeffVa00,,
Anfernee Jennings,6-2,256.0,,,,,,,JennAn00,3,87,NWE,LB,23,2022.0,0,0,0,6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,1.5,JennAn00,,
Jauan Jennings,6-3,215.0,4.72,29.0,,119.0,,,JennJa00,7,217,SFO,WR,23,2022.0,0,0,0,6.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,698.0,6.0,2.0,,,JennJa00,,
Jerry Jeudy,6-1,193.0,4.45,35.0,,120.0,,4.53,JeudJe00,1,15,DEN,WR,21,2022.0,0,0,2,16.0,16.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,0.0,157.0,2295.0,9.0,1.0,,,JeudJe00,,
